,date,x1,x2,y1,y2,emission
0,2020-08-01,-120.0,-117.5,47.5,45.0,0.0
1,2020-08-02,-120.0,-117.5,47.5,45.0,0.0
2,2020-08-03,-120.0,-117.5,47.5,45.0,0.7346372518174142
3,2020-08-04,-120.0,-117.5,47.5,45.0,0.0
4,2020-08-05,-120.0,-117.5,47.5,45.0,0.3774409803978891
5,2020-08-06,-120.0,-117.5,47.5,45.0,0.0
6,2020-08-07,-120.0,-117.5,47.5,45.0,0.08729305863380432
7,2020-08-08,-120.0,-117.5,47.5,45.0,0.07424425333738327
8,2020-08-09,-120.0,-117.5,47.5,45.0,0.0
9,2020-08-10,-120.0,-117.5,47.5,45.0,0.7868399872945542
10,2020-08-11,-120.0,-117.5,47.5,45.0,0.07234592735767365
11,2020-08-12,-120.0,-117.5,47.5,45.0,0.0
12,2020-08-13,-120.0,-117.5,47.5,45.0,0.0
13,2020-08-14,-120.0,-117.5,47.5,45.0,0.0
14,2020-08-15,-120.0,-117.5,47.5,45.0,0.0
15,2020-08-16,-120.0,-117.5,47.5,45.0,0.0
16,2020-08-17,-120.0,-117.5,47.5,45.0,0.0
17,2020-08-18,-120.0,-117.5,47.5,45.0,0.0
18,2020-08-19,-120.0,-117.5,47.5,45.0,0.32384537160396576
19,2020-08-20,-120.0,-117.5,47.5,45.0,0.0328274741768837
20,2020-08-21,-120.0,-117.5,47.5,45.0,0.5882501343996722
21,2020-08-22,-120.0,-117.5,47.5,45.0,1.0089830368923245
22,2020-08-23,-120.0,-117.5,47.5,45.0,0.8823752015995083
23,2020-08-24,-120.0,-117.5,47.5,45.0,0.0
24,2020-08-25,-120.0,-117.5,47.5,45.0,0.2941250671998361
25,2020-08-26,-120.0,-117.5,47.5,45.0,0.0
26,2020-08-27,-120.0,-117.5,47.5,45.0,0.06889084186824679
27,2020-08-28,-120.0,-117.5,47.5,45.0,0.5882501343996722
28,2020-08-29,-120.0,-117.5,47.5,45.0,0.0
29,2020-08-30,-120.0,-117.5,47.5,45.0,0.0
30,2020-08-31,-120.0,-117.5,47.5,45.0,0.0
