,date,x1,x2,y1,y2,emission
0,2020-08-01,-122.5,-120.0,45.0,42.5,0.0
1,2020-08-02,-122.5,-120.0,45.0,42.5,0.0
2,2020-08-03,-122.5,-120.0,45.0,42.5,0.0
3,2020-08-04,-122.5,-120.0,45.0,42.5,0.0
4,2020-08-05,-122.5,-120.0,45.0,42.5,0.0
5,2020-08-06,-122.5,-120.0,45.0,42.5,0.0
6,2020-08-07,-122.5,-120.0,45.0,42.5,0.0
7,2020-08-08,-122.5,-120.0,45.0,42.5,0.0
8,2020-08-09,-122.5,-120.0,45.0,42.5,0.0
9,2020-08-10,-122.5,-120.0,45.0,42.5,0.03863469626410887
10,2020-08-11,-122.5,-120.0,45.0,42.5,0.2081750270317404
11,2020-08-12,-122.5,-120.0,45.0,42.5,0.36560845375061035
12,2020-08-13,-122.5,-120.0,45.0,42.5,0.0
13,2020-08-14,-122.5,-120.0,45.0,42.5,0.03863469626410887
14,2020-08-15,-122.5,-120.0,45.0,42.5,0.0
15,2020-08-16,-122.5,-120.0,45.0,42.5,0.0
16,2020-08-17,-122.5,-120.0,45.0,42.5,3.8775054307309222
17,2020-08-18,-122.5,-120.0,45.0,42.5,5.192950908833609
18,2020-08-19,-122.5,-120.0,45.0,42.5,22.433851405947188
19,2020-08-20,-122.5,-120.0,45.0,42.5,38.95067406361939
20,2020-08-21,-122.5,-120.0,45.0,42.5,28.293543546716272
21,2020-08-22,-122.5,-120.0,45.0,42.5,19.786119713370347
22,2020-08-23,-122.5,-120.0,45.0,42.5,15.153195514489973
23,2020-08-24,-122.5,-120.0,45.0,42.5,2.047703390672071
24,2020-08-25,-122.5,-120.0,45.0,42.5,7.458877652244553
25,2020-08-26,-122.5,-120.0,45.0,42.5,19.451751147627533
26,2020-08-27,-122.5,-120.0,45.0,42.5,18.23281269403219
27,2020-08-28,-122.5,-120.0,45.0,42.5,8.287641704784846
28,2020-08-29,-122.5,-120.0,45.0,42.5,14.917755304489106
29,2020-08-30,-122.5,-120.0,45.0,42.5,20.719105441344027
30,2020-08-31,-122.5,-120.0,45.0,42.5,4.972584904932717
