,date,x1,x2,y1,y2,emission
0,2020-08-01,-125.0,-122.5,40.0,37.5,0.0
1,2020-08-02,-125.0,-122.5,40.0,37.5,0.0
2,2020-08-03,-125.0,-122.5,40.0,37.5,0.0
3,2020-08-04,-125.0,-122.5,40.0,37.5,0.0
4,2020-08-05,-125.0,-122.5,40.0,37.5,0.0
5,2020-08-06,-125.0,-122.5,40.0,37.5,0.0
6,2020-08-07,-125.0,-122.5,40.0,37.5,0.0
7,2020-08-08,-125.0,-122.5,40.0,37.5,0.0
8,2020-08-09,-125.0,-122.5,40.0,37.5,0.0
9,2020-08-10,-125.0,-122.5,40.0,37.5,0.0
10,2020-08-11,-125.0,-122.5,40.0,37.5,0.0
11,2020-08-12,-125.0,-122.5,40.0,37.5,0.0
12,2020-08-13,-125.0,-122.5,40.0,37.5,0.0
13,2020-08-14,-125.0,-122.5,40.0,37.5,0.0
14,2020-08-15,-125.0,-122.5,40.0,37.5,0.0
15,2020-08-16,-125.0,-122.5,40.0,37.5,0.0
16,2020-08-17,-125.0,-122.5,40.0,37.5,4.405774420611351
17,2020-08-18,-125.0,-122.5,40.0,37.5,9.763134159948663
18,2020-08-19,-125.0,-122.5,40.0,37.5,146.28390030171025
19,2020-08-20,-125.0,-122.5,40.0,37.5,515.1545664691474
20,2020-08-21,-125.0,-122.5,40.0,37.5,216.14773388870563
21,2020-08-22,-125.0,-122.5,40.0,37.5,121.97609305683675
22,2020-08-23,-125.0,-122.5,40.0,37.5,133.47668029897613
23,2020-08-24,-125.0,-122.5,40.0,37.5,83.36319287104861
24,2020-08-25,-125.0,-122.5,40.0,37.5,151.21219399047342
25,2020-08-26,-125.0,-122.5,40.0,37.5,45.106766274372205
26,2020-08-27,-125.0,-122.5,40.0,37.5,82.18222802202274
27,2020-08-28,-125.0,-122.5,40.0,37.5,51.65910621490258
28,2020-08-29,-125.0,-122.5,40.0,37.5,76.30908685080256
29,2020-08-30,-125.0,-122.5,40.0,37.5,55.28818571683068
30,2020-08-31,-125.0,-122.5,40.0,37.5,93.22299412393573
