,date,x1,x2,y1,y2,emission
0,2020-08-01,-115.0,-112.5,47.5,45.0,0.23670207172737712
1,2020-08-02,-115.0,-112.5,47.5,45.0,0.0
2,2020-08-03,-115.0,-112.5,47.5,45.0,0.0
3,2020-08-04,-115.0,-112.5,47.5,45.0,0.0
4,2020-08-05,-115.0,-112.5,47.5,45.0,0.0
5,2020-08-06,-115.0,-112.5,47.5,45.0,0.0
6,2020-08-07,-115.0,-112.5,47.5,45.0,0.06319788843393326
7,2020-08-08,-115.0,-112.5,47.5,45.0,0.051049060157410064
8,2020-08-09,-115.0,-112.5,47.5,45.0,0.0
9,2020-08-10,-115.0,-112.5,47.5,45.0,0.07155375927686691
10,2020-08-11,-115.0,-112.5,47.5,45.0,0.0
11,2020-08-12,-115.0,-112.5,47.5,45.0,0.0
12,2020-08-13,-115.0,-112.5,47.5,45.0,0.0
13,2020-08-14,-115.0,-112.5,47.5,45.0,0.051049060157410064
14,2020-08-15,-115.0,-112.5,47.5,45.0,0.0
15,2020-08-16,-115.0,-112.5,47.5,45.0,0.0
16,2020-08-17,-115.0,-112.5,47.5,45.0,0.15644587680750188
17,2020-08-18,-115.0,-112.5,47.5,45.0,0.0
18,2020-08-19,-115.0,-112.5,47.5,45.0,0.0
19,2020-08-20,-115.0,-112.5,47.5,45.0,0.0
20,2020-08-21,-115.0,-112.5,47.5,45.0,0.051049060157410064
21,2020-08-22,-115.0,-112.5,47.5,45.0,0.29894212633371353
22,2020-08-23,-115.0,-112.5,47.5,45.0,0.10240412503480911
23,2020-08-24,-115.0,-112.5,47.5,45.0,0.26037323167135895
24,2020-08-25,-115.0,-112.5,47.5,45.0,0.7811196950140769
25,2020-08-26,-115.0,-112.5,47.5,45.0,0.13018661583567948
26,2020-08-27,-115.0,-112.5,47.5,45.0,0.0
27,2020-08-28,-115.0,-112.5,47.5,45.0,0.06953710317611694
28,2020-08-29,-115.0,-112.5,47.5,45.0,0.13018661583567948
29,2020-08-30,-115.0,-112.5,47.5,45.0,0.16018196227754444
30,2020-08-31,-115.0,-112.5,47.5,45.0,0.0
