utc,value
2020-07-31 00:00:00+00:00,6.7555555555555555
2020-08-01 00:00:00+00:00,
2020-08-02 00:00:00+00:00,
2020-08-03 00:00:00+00:00,6.875757575757576
2020-08-04 00:00:00+00:00,5.528205128205128
2020-08-05 00:00:00+00:00,5.697222222222222
2020-08-06 00:00:00+00:00,8.086086956521738
2020-08-07 00:00:00+00:00,7.938888888888889
2020-08-08 00:00:00+00:00,6.103200000000001
2020-08-09 00:00:00+00:00,5.971551724137932
2020-08-10 00:00:00+00:00,5.089622641509434
2020-08-11 00:00:00+00:00,5.424107142857143
2020-08-12 00:00:00+00:00,6.725862068965518
2020-08-13 00:00:00+00:00,6.152252252252252
2020-08-14 00:00:00+00:00,6.28469387755102
2020-08-15 00:00:00+00:00,7.644791666666666
2020-08-16 00:00:00+00:00,8.912121212121212
2020-08-17 00:00:00+00:00,12.955038759689923
2020-08-18 00:00:00+00:00,20.01260504201681
2020-08-19 00:00:00+00:00,13.053225806451612
2020-08-20 00:00:00+00:00,19.821904761904765
2020-08-21 00:00:00+00:00,28.139285714285716
2020-08-22 00:00:00+00:00,49.88527131782946
2020-08-23 00:00:00+00:00,37.17821782178218
2020-08-24 00:00:00+00:00,50.63613445378151
2020-08-25 00:00:00+00:00,46.34901960784314
2020-08-26 00:00:00+00:00,16.47478260869565
2020-08-27 00:00:00+00:00,16.475838926174493
2020-08-28 00:00:00+00:00,18.9474358974359
2020-08-29 00:00:00+00:00,21.954140127388538
2020-08-30 00:00:00+00:00,14.542000000000002
2020-08-31 00:00:00+00:00,5.707964601769912
2020-09-01 00:00:00+00:00,5.0296
2020-09-02 00:00:00+00:00,5.061073825503356
2020-09-03 00:00:00+00:00,11.412738853503184
2020-09-04 00:00:00+00:00,9.650331125827815
2020-09-05 00:00:00+00:00,12.78
2020-09-06 00:00:00+00:00,39.189230769230775
2020-09-07 00:00:00+00:00,23.596610169491527
2020-09-08 00:00:00+00:00,7.7802816901408445
2020-09-09 00:00:00+00:00,15.93453237410072
2020-09-10 00:00:00+00:00,12.523200000000001
2020-09-11 00:00:00+00:00,15.322058823529414
2020-09-12 00:00:00+00:00,29.041666666666668
2020-09-13 00:00:00+00:00,105.31785714285715
2020-09-14 00:00:00+00:00,83.73947368421052
2020-09-15 00:00:00+00:00,50.781879194630875
2020-09-16 00:00:00+00:00,64.14890510948906
2020-09-17 00:00:00+00:00,63.31574803149605
2020-09-18 00:00:00+00:00,42.832624113475184
2020-09-19 00:00:00+00:00,27.43617021276596
2020-09-20 00:00:00+00:00,10.354676258992805
2020-09-21 00:00:00+00:00,12.09875
2020-09-22 00:00:00+00:00,17.42162162162162
2020-09-23 00:00:00+00:00,34.209374999999994
2020-09-24 00:00:00+00:00,22.267567567567568
2020-09-25 00:00:00+00:00,7.212269938650306
2020-09-26 00:00:00+00:00,7.259375
2020-09-27 00:00:00+00:00,5.9438356164383555
2020-09-28 00:00:00+00:00,4.557615894039735
2020-09-29 00:00:00+00:00,6.191111111111111
2020-09-30 00:00:00+00:00,7.309929078014183
2020-10-01 00:00:00+00:00,8.325333333333333
2020-10-02 00:00:00+00:00,17.286805555555556
2020-10-03 00:00:00+00:00,31.94903225806452
2020-10-04 00:00:00+00:00,32.94842767295597
2020-10-05 00:00:00+00:00,21.1010752688172
2020-10-06 00:00:00+00:00,9.605882352941176
2020-10-07 00:00:00+00:00,9.694776119402984
2020-10-08 00:00:00+00:00,21.969565217391306
2020-10-09 00:00:00+00:00,49.7809090909091
2020-10-10 00:00:00+00:00,39.27699115044247
2020-10-11 00:00:00+00:00,6.805434782608696
2020-10-12 00:00:00+00:00,4.27
2020-10-13 00:00:00+00:00,6.408490566037735
2020-10-14 00:00:00+00:00,5.402608695652174
2020-10-15 00:00:00+00:00,6.576249999999999
2020-10-16 00:00:00+00:00,6.155140186915888
2020-10-17 00:00:00+00:00,8.306293706293706
2020-10-18 00:00:00+00:00,6.63731343283582
2020-10-19 00:00:00+00:00,7.482876712328767
2020-10-20 00:00:00+00:00,5.345180722891567
2020-10-21 00:00:00+00:00,5.492307692307692
2020-10-22 00:00:00+00:00,7.085714285714286
