utc,value
2020-08-29 00:00:00+00:00,3.5313253012048196
2020-08-30 00:00:00+00:00,3.519512195121951
2020-08-31 00:00:00+00:00,4.020817843866171
2020-09-01 00:00:00+00:00,3.782592592592593
2020-09-02 00:00:00+00:00,4.576969696969697
2020-09-03 00:00:00+00:00,4.0060975609756095
2020-09-04 00:00:00+00:00,6.237812499999999
2020-09-05 00:00:00+00:00,9.749134948096886
2020-09-06 00:00:00+00:00,9.14718309859155
2020-09-07 00:00:00+00:00,7.537681159420289
2020-09-08 00:00:00+00:00,72.11146245059287
2020-09-09 00:00:00+00:00,177.6473170731707
2020-09-10 00:00:00+00:00,204.82189349112423
2020-09-11 00:00:00+00:00,258.9188191881919
2020-09-12 00:00:00+00:00,276.2741935483871
2020-09-13 00:00:00+00:00,351.0514925373134
2020-09-14 00:00:00+00:00,319.59437751004015
2020-09-15 00:00:00+00:00,201.11042944785277
2020-09-16 00:00:00+00:00,190.748064516129
2020-09-17 00:00:00+00:00,102.22829457364341
2020-09-18 00:00:00+00:00,48.06912751677852
2020-09-19 00:00:00+00:00,7.311333333333334
2020-09-20 00:00:00+00:00,13.472847682119204
2020-09-21 00:00:00+00:00,14.87124183006536
2020-09-22 00:00:00+00:00,4.554708520179372
2020-09-23 00:00:00+00:00,8.290123456790123
2020-09-24 00:00:00+00:00,3.7921450151057403
2020-09-25 00:00:00+00:00,5.239784946236559
2020-09-26 00:00:00+00:00,3.586170212765958
2020-09-27 00:00:00+00:00,3.125
