utc,value
2020-07-21 00:00:00+00:00,0.04799285714285714
2020-07-22 00:00:00+00:00,0.0429853249475891
2020-07-23 00:00:00+00:00,0.0402986798679868
2020-07-24 00:00:00+00:00,0.03734431630971993
2020-07-25 00:00:00+00:00,0.04089097103918228
2020-07-26 00:00:00+00:00,0.04414220183486239
2020-07-27 00:00:00+00:00,0.04248717948717949
2020-07-28 00:00:00+00:00,0.04353217391304348
2020-07-29 00:00:00+00:00,0.0457831541218638
2020-07-30 00:00:00+00:00,0.06006296296296296
2020-07-31 00:00:00+00:00,0.06430693069306931
2020-08-01 00:00:00+00:00,
2020-08-02 00:00:00+00:00,
2020-08-03 00:00:00+00:00,0.06674675324675325
2020-08-04 00:00:00+00:00,0.057191176470588245
2020-08-05 00:00:00+00:00,0.055183673469387746
2020-08-06 00:00:00+00:00,0.040204035874439464
2020-08-07 00:00:00+00:00,0.042391891891891895
2020-08-08 00:00:00+00:00,0.04505882352941176
2020-08-09 00:00:00+00:00,0.04002040816326531
2020-08-10 00:00:00+00:00,0.040433460076045626
2020-08-11 00:00:00+00:00,0.03569245283018868
2020-08-12 00:00:00+00:00,0.055557692307692315
2020-08-13 00:00:00+00:00,0.04316767676767677
2020-08-14 00:00:00+00:00,0.05012890625
2020-08-15 00:00:00+00:00,0.07680769230769231
