,date,x1,x2,y1,y2,emission
0,2020-07-07,-122.5,-120.0,42.5,40.0,0.0
1,2020-07-08,-122.5,-120.0,42.5,40.0,0.0
2,2020-07-09,-122.5,-120.0,42.5,40.0,0.0
3,2020-07-10,-122.5,-120.0,42.5,40.0,0.0
4,2020-07-11,-122.5,-120.0,42.5,40.0,0.0
5,2020-07-12,-122.5,-120.0,42.5,40.0,0.0
6,2020-07-13,-122.5,-120.0,42.5,40.0,0.0
7,2020-07-14,-122.5,-120.0,42.5,40.0,0.0
8,2020-07-15,-122.5,-120.0,42.5,40.0,0.0
9,2020-07-16,-122.5,-120.0,42.5,40.0,0.10761415213346481
10,2020-07-17,-122.5,-120.0,42.5,40.0,0.0
11,2020-07-18,-122.5,-120.0,42.5,40.0,0.0
12,2020-07-19,-122.5,-120.0,42.5,40.0,16.705103680777825
13,2020-07-20,-122.5,-120.0,42.5,40.0,41.695320844679316
14,2020-07-21,-122.5,-120.0,42.5,40.0,63.77463454210135
15,2020-07-22,-122.5,-120.0,42.5,40.0,6.485661615550939
16,2020-07-23,-122.5,-120.0,42.5,40.0,30.92685535508752
17,2020-07-24,-122.5,-120.0,42.5,40.0,171.1387843662194
18,2020-07-25,-122.5,-120.0,42.5,40.0,115.40115166169574
19,2020-07-26,-122.5,-120.0,42.5,40.0,134.68330239883312
20,2020-07-27,-122.5,-120.0,42.5,40.0,110.23060047598041
21,2020-07-28,-122.5,-120.0,42.5,40.0,44.62047319322339
22,2020-07-29,-122.5,-120.0,42.5,40.0,50.33659998536868
23,2020-07-30,-122.5,-120.0,42.5,40.0,128.95307109852837
24,2020-07-31,-122.5,-120.0,42.5,40.0,25.412587061750532
25,2020-08-01,-122.5,-120.0,42.5,40.0,0.0
26,2020-08-02,-122.5,-120.0,42.5,40.0,7.5524440702124025
27,2020-08-03,-122.5,-120.0,42.5,40.0,8.658315473822029
28,2020-08-04,-122.5,-120.0,42.5,40.0,8.228047587237654
29,2020-08-05,-122.5,-120.0,42.5,40.0,0.0
30,2020-08-06,-122.5,-120.0,42.5,40.0,0.0
31,2020-08-07,-122.5,-120.0,42.5,40.0,0.0
32,2020-08-08,-122.5,-120.0,42.5,40.0,0.0
33,2020-08-09,-122.5,-120.0,42.5,40.0,0.0
34,2020-08-10,-122.5,-120.0,42.5,40.0,0.0
35,2020-08-11,-122.5,-120.0,42.5,40.0,0.48278188705444336
