,date,x1,x2,y1,y2,emission
0,2020-09-06,-112.5,-110.0,42.5,40.0,66.85784002360124
1,2020-09-07,-112.5,-110.0,42.5,40.0,138.6430229518383
2,2020-09-08,-112.5,-110.0,42.5,40.0,0.5621286731875976
3,2020-09-09,-112.5,-110.0,42.5,40.0,0.1996451477103971
4,2020-09-10,-112.5,-110.0,42.5,40.0,0.0
5,2020-09-11,-112.5,-110.0,42.5,40.0,0.0
6,2020-09-12,-112.5,-110.0,42.5,40.0,0.0
7,2020-09-13,-112.5,-110.0,42.5,40.0,18.09435149878746
8,2020-09-14,-112.5,-110.0,42.5,40.0,16.362976891113696
9,2020-09-15,-112.5,-110.0,42.5,40.0,32.66247929217377
10,2020-09-16,-112.5,-110.0,42.5,40.0,41.226186676208265
11,2020-09-17,-112.5,-110.0,42.5,40.0,10.441621641963795
12,2020-09-18,-112.5,-110.0,42.5,40.0,21.91777536673498
13,2020-09-19,-112.5,-110.0,42.5,40.0,1.6083584408963958
14,2020-09-20,-112.5,-110.0,42.5,40.0,6.926059202099864
15,2020-09-21,-112.5,-110.0,42.5,40.0,1.781725990960652
16,2020-09-22,-112.5,-110.0,42.5,40.0,0.0
17,2020-09-23,-112.5,-110.0,42.5,40.0,0.0
18,2020-09-24,-112.5,-110.0,42.5,40.0,7.250260381091024
19,2020-09-25,-112.5,-110.0,42.5,40.0,15.654196815156268
20,2020-09-26,-112.5,-110.0,42.5,40.0,0.8041792204481979
21,2020-09-27,-112.5,-110.0,42.5,40.0,2.5809620926055246
22,2020-09-28,-112.5,-110.0,42.5,40.0,0.0
23,2020-09-29,-112.5,-110.0,42.5,40.0,10.049440558834558
24,2020-09-30,-112.5,-110.0,42.5,40.0,15.901480318468572
25,2020-10-01,-112.5,-110.0,42.5,40.0,4.062168003077275
26,2020-10-02,-112.5,-110.0,42.5,40.0,1.9510900812940015
27,2020-10-03,-112.5,-110.0,42.5,40.0,3.408830163759683
28,2020-10-04,-112.5,-110.0,42.5,40.0,6.844431698293434
29,2020-10-05,-112.5,-110.0,42.5,40.0,1.8385685290741698
30,2020-10-06,-112.5,-110.0,42.5,40.0,16.9336517366593
31,2020-10-07,-112.5,-110.0,42.5,40.0,4.884417932694049
32,2020-10-08,-112.5,-110.0,42.5,40.0,6.177708016440732
33,2020-10-09,-112.5,-110.0,42.5,40.0,1.7955636763818532
34,2020-10-10,-112.5,-110.0,42.5,40.0,3.7511156673685306
35,2020-10-11,-112.5,-110.0,42.5,40.0,4.719968091568347
36,2020-10-12,-112.5,-110.0,42.5,40.0,0.3266689534287881
37,2020-10-13,-112.5,-110.0,42.5,40.0,1.2977521744364253
38,2020-10-14,-112.5,-110.0,42.5,40.0,1.6221902180455317
39,2020-10-15,-112.5,-110.0,42.5,40.0,0.8216911347579057
40,2020-10-16,-112.5,-110.0,42.5,40.0,0.8133260188424476
41,2020-10-17,-112.5,-110.0,42.5,40.0,11.066417973044134
42,2020-10-18,-112.5,-110.0,42.5,40.0,34.036127953753464
43,2020-10-19,-112.5,-110.0,42.5,40.0,3.4178901558364743
44,2020-10-20,-112.5,-110.0,42.5,40.0,2.8014368381979597
45,2020-10-21,-112.5,-110.0,42.5,40.0,0.4736371270565627
46,2020-10-22,-112.5,-110.0,42.5,40.0,30.794883428365637
47,2020-10-23,-112.5,-110.0,42.5,40.0,0.0
48,2020-10-24,-112.5,-110.0,42.5,40.0,0.0
49,2020-10-25,-112.5,-110.0,42.5,40.0,0.0
50,2020-10-26,-112.5,-110.0,42.5,40.0,0.0
51,2020-10-27,-112.5,-110.0,42.5,40.0,0.0
52,2020-10-28,-112.5,-110.0,42.5,40.0,0.0
53,2020-10-29,-112.5,-110.0,42.5,40.0,0.7719736099243164
54,2020-10-30,-112.5,-110.0,42.5,40.0,0.0
55,2020-10-31,-112.5,-110.0,42.5,40.0,0.0
