,date,x1,x2,y1,y2,emission
0,2020-08-29,-125.0,-122.5,45.0,42.5,0.0
1,2020-08-30,-125.0,-122.5,45.0,42.5,0.0
2,2020-08-31,-125.0,-122.5,45.0,42.5,0.0
3,2020-09-01,-125.0,-122.5,45.0,42.5,0.0
4,2020-09-02,-125.0,-122.5,45.0,42.5,0.0
5,2020-09-03,-125.0,-122.5,45.0,42.5,0.0
6,2020-09-04,-125.0,-122.5,45.0,42.5,0.0
7,2020-09-05,-125.0,-122.5,45.0,42.5,0.0
8,2020-09-06,-125.0,-122.5,45.0,42.5,0.0
9,2020-09-07,-125.0,-122.5,45.0,42.5,0.0
10,2020-09-08,-125.0,-122.5,45.0,42.5,672.4192724224754
11,2020-09-09,-125.0,-122.5,45.0,42.5,3677.1329657047327
12,2020-09-10,-125.0,-122.5,45.0,42.5,2038.014513123527
13,2020-09-11,-125.0,-122.5,45.0,42.5,539.9457544412608
14,2020-09-12,-125.0,-122.5,45.0,42.5,645.4121667609434
15,2020-09-13,-125.0,-122.5,45.0,42.5,229.3882204456799
16,2020-09-14,-125.0,-122.5,45.0,42.5,327.84948299722964
17,2020-09-15,-125.0,-122.5,45.0,42.5,252.65395932861213
18,2020-09-16,-125.0,-122.5,45.0,42.5,314.0112334761062
19,2020-09-17,-125.0,-122.5,45.0,42.5,290.00590897261645
20,2020-09-18,-125.0,-122.5,45.0,42.5,14.112394557730795
21,2020-09-19,-125.0,-122.5,45.0,42.5,0.0
22,2020-09-20,-125.0,-122.5,45.0,42.5,0.0
23,2020-09-21,-125.0,-122.5,45.0,42.5,0.0
24,2020-09-22,-125.0,-122.5,45.0,42.5,0.0
25,2020-09-23,-125.0,-122.5,45.0,42.5,0.0
26,2020-09-24,-125.0,-122.5,45.0,42.5,0.0
27,2020-09-25,-125.0,-122.5,45.0,42.5,0.0
28,2020-09-26,-125.0,-122.5,45.0,42.5,0.0
29,2020-09-27,-125.0,-122.5,45.0,42.5,0.0
