,date,x1,x2,y1,y2,emission
0,2020-08-24,-120.0,-117.5,50.0,47.5,4.189313249091448
1,2020-08-25,-120.0,-117.5,50.0,47.5,0.0
2,2020-08-26,-120.0,-117.5,50.0,47.5,0.13722899743873906
3,2020-08-27,-120.0,-117.5,50.0,47.5,0.17718180456716848
4,2020-08-28,-120.0,-117.5,50.0,47.5,0.5489159897549563
5,2020-08-29,-120.0,-117.5,50.0,47.5,0.5489159897549563
6,2020-08-30,-120.0,-117.5,50.0,47.5,0.27445799487747813
7,2020-08-31,-120.0,-117.5,50.0,47.5,0.0
8,2020-09-01,-120.0,-117.5,50.0,47.5,0.0
9,2020-09-02,-120.0,-117.5,50.0,47.5,0.0
10,2020-09-03,-120.0,-117.5,50.0,47.5,0.4299279656720607
11,2020-09-04,-120.0,-117.5,50.0,47.5,0.5732372875627476
12,2020-09-05,-120.0,-117.5,50.0,47.5,0.5732372875627476
13,2020-09-06,-120.0,-117.5,50.0,47.5,0.5732372875627476
14,2020-09-07,-120.0,-117.5,50.0,47.5,552.5665862252051
15,2020-09-08,-120.0,-117.5,50.0,47.5,365.82355146494797
16,2020-09-09,-120.0,-117.5,50.0,47.5,118.07479180553396
17,2020-09-10,-120.0,-117.5,50.0,47.5,23.477824807016837
18,2020-09-11,-120.0,-117.5,50.0,47.5,43.41575429222965
19,2020-09-12,-120.0,-117.5,50.0,47.5,49.39185528113033
20,2020-09-13,-120.0,-117.5,50.0,47.5,0.7165466473581219
21,2020-09-14,-120.0,-117.5,50.0,47.5,0.0
22,2020-09-15,-120.0,-117.5,50.0,47.5,3.5216112882641006
23,2020-09-16,-120.0,-117.5,50.0,47.5,17.344691039764722
24,2020-09-17,-120.0,-117.5,50.0,47.5,0.2866186437813738
25,2020-09-18,-120.0,-117.5,50.0,47.5,4.6680858254849085
26,2020-09-19,-120.0,-117.5,50.0,47.5,0.0
27,2020-09-20,-120.0,-117.5,50.0,47.5,0.0
28,2020-09-21,-120.0,-117.5,50.0,47.5,0.0
29,2020-09-22,-120.0,-117.5,50.0,47.5,0.0
