utc,value
2020-07-13 00:00:00+00:00,0.047200000000000006
2020-07-14 00:00:00+00:00,0.03289010989010989
2020-07-15 00:00:00+00:00,0.041525862068965524
2020-07-16 00:00:00+00:00,0.04237000000000001
2020-07-17 00:00:00+00:00,0.03814583333333334
2020-07-18 00:00:00+00:00,0.036186274509803926
2020-07-19 00:00:00+00:00,0.03925233644859812
2020-07-20 00:00:00+00:00,0.03699999999999999
2020-07-21 00:00:00+00:00,0.030895652173913046
2020-07-22 00:00:00+00:00,0.03217582417582419
2020-07-23 00:00:00+00:00,0.03195454545454546
2020-07-24 00:00:00+00:00,0.03226415094339623
2020-07-25 00:00:00+00:00,0.03347272727272728
2020-07-26 00:00:00+00:00,0.038864864864864866
2020-07-27 00:00:00+00:00,0.03740170940170941
2020-07-28 00:00:00+00:00,0.04031896551724139
2020-07-29 00:00:00+00:00,0.0363495145631068
2020-07-30 00:00:00+00:00,0.04944117647058823
2020-07-31 00:00:00+00:00,0.055454545454545465
2020-08-01 00:00:00+00:00,
2020-08-02 00:00:00+00:00,
2020-08-03 00:00:00+00:00,0.05727586206896551
2020-08-04 00:00:00+00:00,0.038363636363636364
2020-08-05 00:00:00+00:00,0.037592592592592594
2020-08-06 00:00:00+00:00,0.03054347826086957
2020-08-07 00:00:00+00:00,0.034898734177215195
2020-08-08 00:00:00+00:00,0.038973214285714285
2020-08-09 00:00:00+00:00,0.04228301886792453
2020-08-10 00:00:00+00:00,0.04518811881188119
2020-08-11 00:00:00+00:00,0.03346534653465347
2020-08-12 00:00:00+00:00,0.04235714285714286
2020-08-13 00:00:00+00:00,0.04304123711340206
2020-08-14 00:00:00+00:00,0.04268965517241379
2020-08-15 00:00:00+00:00,0.03796590909090909
2020-08-16 00:00:00+00:00,0.034285714285714294
2020-08-17 00:00:00+00:00,0.036647619047619054
2020-08-18 00:00:00+00:00,0.03886915887850468
2020-08-19 00:00:00+00:00,0.042505050505050504
2020-08-20 00:00:00+00:00,0.04213684210526316
2020-08-21 00:00:00+00:00,0.03349350649350649
2020-08-22 00:00:00+00:00,0.062034883720930245
2020-08-23 00:00:00+00:00,0.05892405063291138
2020-08-24 00:00:00+00:00,0.04789361702127659
2020-08-25 00:00:00+00:00,0.04429545454545455
2020-08-26 00:00:00+00:00,0.044792792792792815
2020-08-27 00:00:00+00:00,0.040396396396396396
2020-08-28 00:00:00+00:00,0.04410377358490566
2020-08-29 00:00:00+00:00,0.04590178571428572
2020-08-30 00:00:00+00:00,0.04917
2020-08-31 00:00:00+00:00,0.046550561797752806
2020-09-01 00:00:00+00:00,0.04779746835443038
