utc,value
2020-09-14 00:00:00+00:00,0.032967320261437914
2020-09-15 00:00:00+00:00,0.03233333333333333
2020-09-16 00:00:00+00:00,0.03163285024154589
2020-09-17 00:00:00+00:00,0.036129999999999995
2020-09-18 00:00:00+00:00,0.0363125
2020-09-19 00:00:00+00:00,0.03915909090909092
2020-09-20 00:00:00+00:00,0.035287081339712915
2020-09-21 00:00:00+00:00,0.03898571428571429
2020-09-22 00:00:00+00:00,0.040606936416184965
2020-09-23 00:00:00+00:00,0.045069306930693054
2020-09-24 00:00:00+00:00,0.035261802575107304
2020-09-25 00:00:00+00:00,0.03197983870967742
2020-09-26 00:00:00+00:00,0.027932000000000002
2020-09-27 00:00:00+00:00,0.03296521739130435
2020-09-28 00:00:00+00:00,0.032022123893805314
2020-09-29 00:00:00+00:00,0.028429268292682934
2020-09-30 00:00:00+00:00,0.027392694063926942
2020-10-01 00:00:00+00:00,0.026933035714285715
2020-10-02 00:00:00+00:00,0.026556053811659194
2020-10-03 00:00:00+00:00,0.028342629482071717
2020-10-04 00:00:00+00:00,0.03627642276422765
2020-10-05 00:00:00+00:00,0.03538194444444445
2020-10-06 00:00:00+00:00,0.030822784810126586
2020-10-07 00:00:00+00:00,0.032621052631578946
2020-10-08 00:00:00+00:00,0.03568316831683169
2020-10-09 00:00:00+00:00,0.028657894736842108
2020-10-10 00:00:00+00:00,0.029259541984732827
2020-10-11 00:00:00+00:00,0.0361948717948718
2020-10-12 00:00:00+00:00,0.032900900900900906
2020-10-13 00:00:00+00:00,0.024442922374429226
2020-10-14 00:00:00+00:00,0.023805668016194336
2020-10-15 00:00:00+00:00,0.030120481927710843
2020-10-16 00:00:00+00:00,0.026215311004784695
2020-10-17 00:00:00+00:00,0.02259760956175299
2020-10-18 00:00:00+00:00,0.021451882845188286
2020-10-19 00:00:00+00:00,0.01795089285714286
2020-10-20 00:00:00+00:00,0.021003921568627456
2020-10-21 00:00:00+00:00,0.02070539419087137
2020-10-22 00:00:00+00:00,0.027058365758754865
2020-10-23 00:00:00+00:00,0.025224899598393576
2020-10-24 00:00:00+00:00,0.01816019417475728
2020-10-25 00:00:00+00:00,0.027086580086580093
2020-10-26 00:00:00+00:00,0.028850961538461548
2020-10-27 00:00:00+00:00,0.01853846153846154
2020-10-28 00:00:00+00:00,0.019432539682539683
2020-10-29 00:00:00+00:00,0.017151515151515154
2020-10-30 00:00:00+00:00,0.021969465648854967
2020-10-31 00:00:00+00:00,0.027181818181818185
